"","Record_id","Paper_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Excluded_during_data_extraction","Changes_after_second_screening","Final_comments","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","missingSocial_h2","missingVP","missingVIGE","missingMean","missingVA","missingIdRecords"
"158","149","IGE0292","2009-2012","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","ad",2806,1969,1969,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.6,NA,"no","yes",3.18,"0.75","0.11",NA,NA,2.66,5.68,NA,NA,NA,NA,NA,NA,NA,NA,0.86,NA,0.25,NA,1.81,0.33,"Table 4","FS","groups vary between 2 and 4 but they use n=3.18 for estimating TBV; trait mean and SD are given split by sex in table 2; VP is calculated in a separate model; other var 1 and 2 are variance attributed to residual of male and female (so they could be added to give Vres?); PEr of group mates of the same sex is also given additionally in Table 4 (can this be added/converted)?; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication","MM","MM: 2)response variables were log-transformed, important to write down in case we need it later on, 3) I would not pull together data from different models, i.e., phenotypic variance. , and also, not sum up residuals until we have a final decision on how to proceed with that
4) I'd say age = adult, 5) important to flag the use of the same dataset than Alemu 2014, yes. They are def. not independent
","no","mean and SD estimated after; VP set to NA, ","trait mean and SD are given split by sex in table 2, calculated a posteriori with formula; VP is calculated in a separate model, so I set to NA; 
other var 1 and 2 are variance attributed to residual of male and female;
PEr of group mates of the same sex is also given additionally in Table 4; note that the paper uses the same data as Alemu et al. 2014b (but runs different models) and thus it may be a replication;response variables were log-transformed ","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK",13,"Revise",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"159","150","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"neck feather condition score","behaviour","no",NA,"no",NA,"line W1","no","yes",4,"0.135","0.061",NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.306,0.059,NA,0.16,NA,NA,NA,0.244,0.195,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",54,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"160","151","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"back feather condition score","behaviour","no",NA,"no",NA,"line W1","no","yes",4,"0.118","0.055",NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.185,0.074,NA,0.16,NA,NA,NA,0.218,0.257,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",54,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"161","152","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"rump feather condition score","behaviour","no",NA,"no",NA,"line W1","no","yes",4,"0.045","0.051",NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.243,0.015,NA,-0.12,NA,NA,NA,0.154,0.098,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",54,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"162","153","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5363,5363,36,288,NA,1,"belly feather condition score","behaviour","no",NA,"no",NA,"line W1","no","yes",4,"0.181","0.048",NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.414,0.079,NA,0.11,NA,NA,NA,0.243,0.143,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",54,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"163","154","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"neck feather condition score","behaviour","no",NA,"no",NA,"line WB","no","yes",4,"0.27","0.193",NA,NA,0.403,NA,NA,NA,NA,NA,NA,0.954,0.098,NA,-0.17,NA,NA,NA,0.595,0.371,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",55,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"164","155","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"back feather condition score","behaviour","no",NA,"no",NA,"line WB","no","yes",4,"0.157","0.204",NA,NA,0.367,NA,NA,NA,NA,NA,NA,0.936,0.052,NA,-0.38,NA,NA,NA,0.572,0.349,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",55,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"165","156","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"rump feather condition score","behaviour","no",NA,"no",NA,"line WB","no","yes",4,"0.185","0.24",NA,NA,0.559,NA,NA,NA,NA,NA,NA,1.185,0.048,NA,-0.05,NA,NA,NA,0.735,0.456,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",55,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"166","157","IGE0746",NA,"Gallus gallus","birds","Institut de Selection Animale B.V., Hendrix Genetics","captive","experimental","F","ad",NA,5089,5089,35,280,NA,1,"belly feather condition score","behaviour","no",NA,"no",NA,"line WB","no","yes",4,"0.241","0.109",NA,NA,0.197,NA,NA,NA,NA,NA,NA,0.832,0.063,NA,0.29,NA,NA,NA,0.459,0.253,"Table 3 & S2","FS","Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
","AST","population should be Hendrix Genetics to ensure consistency throughout","no","mean and SD set to NA","Study uses data from the experiment that  described
in Ellen et al. 2008 [25], but FCS were used instead
of survival time data (so the trait is different); 
trait means and SDs are reported split by fixed effects levels in table 1, but not by line, can we extract them from Figure 1 instead?;  V other 1 is cage effects; 
Additional info: study also reports in Table 4 the contribution of direct and indirect genetic effects to total heritable variation
","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL",55,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"168","158","IGE0455","1578-1977","Homo sapiens","mammals","Linthal and Elm, Glarus, Switzerland","wild","observational","F","ad",7819,3819,3819,4444,4542,NA,14,"age at first birth (AFB)","reproduction","no",NA,"no",NA,NA,"no","yes",2,"2.4","1.3",NA,NA,1.1,1.5,1.1,NA,NA,NA,16.7,NA,0.102,0.052,0.68,NA,1.2,NA,NA,NA,"Table 2","FS","Taking the most complete model even though smaller sample size; Table 3 also reports variances /VP but I report the absolute values because we can extract those after anyways; fixed effect of partner is socio economic status: if we need estimates without social fixed effect they can be extracted from Table 2 instead; V other 1 is wife parish court; v other 2 is wife family; V other 3 is husband family","AST","data should correspond to Table 2, i.e. the least complex model in terms of fixed effects (""""airtable organization Qs.docx""""), right? If so, change everything accordingly; somehow I thought we were not including humans, but I cannot find anything about it in our notes. Are we including humans?; need to format study coordinates appropriately","no","estimates taken from different model (table 2)","Table 2 also reports variances /VP;
V other 1 is wife parish court; v other 2 is wife family; V other 3 is husband family","non_transf",NA,"gaussian",NA,NA,"Homo sapiens","Glarus_SUI",23,"Revise",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"170","159","IGE0927",NA,"Sus scrofa","mammals",NA,"captive","experimental","both","both",55982,NA,NA,NA,NA,NA,NA,"growth rate","development","no",NA,"no",NA,NA,"no","yes",8.5,"599","5.6",146,NA,77,210,515,19.8,NA,NA,2890,4625,0.13,NA,-0.07,NA,-4.1,NA,851,0.18,"Table 1 (Model 7)","FS","Age: I selected both because growth spans from juvenile to adult stage; selected model 7 as the most complete and best fitting; table also reports correlation between direct and social early-life effects (rkl); V other 1: pen effects; V other 2: adult social group non genetic; V other 3 direct litter effects; V other 4 early-life social effects (ELSEs)","AST","question, would model 5 be more comparable to models from other papers since it does not have any dilution effect added? After all we are extracting mean group size to later on control for it somehow? Otherwise, everything seems fine; delete space in r A-IGE estimate (i.e. -0.07)","no",NA,"selected model 7 as the most complete and best fitting; 
table also reports correlation between direct and social early-life effects (rkl); 
V other 1: pen effects; V other 2: adult social group non genetic;
V other 3 direct litter effects;
V other 4 early-life social effects (ELSEs) ","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","NordicGenetics_SWE",67,"Revise",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"171","160","IGE1050","1968-1983 and 1986-2006","Larus canus","birds","Matsalu National Park, Estonia","wild","observational","F","ad",1142,10652,1916,NA,NA,NA,NA,"laying date","reproduction","no",NA,"no",NA,NA,"yes","yes",2,"4.52","1.49",1.29,1.55,10.58,NA,NA,NA,NA,NA,11.84,38.7,0.145,0.048,-0.53,NA,-1.38,NA,NA,NA,"Table 1 model 7","MM","Vother1=year, total phenotypic var calculated without fixed effects

2) social fixed effect = breeding experience

","FS",NA,"no","changed mean group size to 2, added social h2","They report 2 Vp, one is Phenotypic variance in laying date prior to conditioning on the fixed effects (the one I wrote down) and the otehr is the sum of all variance components; Vother1=year","non_transf",NA,"gaussian",NA,"no","Larus canus","Matsalu_EST",71,"Accept",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"172","161","IGE0517","1975-2015","Melospiza melodia","birds","Mandarte island, Canada","wild","observational","F","ad",959,1419,358,NA,NA,NA,NA,"divorce","behaviour","no",NA,"no",NA,NA,"yes","yes",2,"0.07","0.08",0.22,0.08,0.15,0.07,NA,NA,NA,NA,NA,NA,0.04,0.04,NA,NA,-0.003,NA,NA,0.08,"Table 1 model 2 for Va: supl material for info on pop","MM","v1= social pair
v2=year

1) I extract posterior means, and differ quite a bit from posterior modes
2) considered females as the focal
3) social fixed effect = inbreeding coef

","AST","depth of pedigree presumably 39 (see abstract); mean group size should be set to 2?; question: would it make sense to estimate trait mean based on the % of divorce reported, so that mean = 0.117 (i.e. mean(c(rep(0,1419-166),rep(1,166))))? That calculation may actually show that their sample size was smaller than they reported, actually, any thoughts?","no","changed mean group size to 2, added social h2","trait mean could be calculated, Vp could be calculated but note that no residual variance is included in the calculation of VP for a threshold model with probit link,1) I extract posterior means, and differ quite a bit from posterior modes 2) considered females as the focal, v1= social pair v2=year","non_transf",NA,NA,"liability",NA,"Melospiza melodia","MandarteIsland_CAN",45,"Revise",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"173","162","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"nymph low-density","no","no",2,"0.11","0.03",0,0,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","no","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",28,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"174","163","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"Young adult low-density","no","no",2,"0.03","0.05",0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","no","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",32,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"175","164","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"old adult low-density","no","no",2,"0.1","0.06",0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","no","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",30,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"176","165","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"nymph high-density","no","no",2,"0.11","0.004",0,0,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","no","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",27,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"177","166","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"Young adult high-density","no","no",2,"0.1","0.004",0.01,0,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","no","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",31,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"178","167","IGE0483",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",NA,"no",NA,"old adult high-density","no","no",2,"0.2","0.001",0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","no","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","V estimates in log scale, Fig 2 report mean values and also Table S1, but they are not readily extractable","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT",29,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"179","168","IGE0516","1974-1995","Cervus elaphus","mammals","Isle of Rum, Scotland","wild","observational","both","ad",1336,10517,1278,NA,NA,NA,NA,"Social dominance","behaviour","no",NA,"no",NA,NA,"yes","yes",2,"0.364","0.363",0.956,0.819,NA,NA,NA,NA,NA,NA,3.289868,NA,NA,NA,-0.913,-1.08,NA,NA,0.032,NA,"Table 1, model 4","MM","residual v=0.103 but in observed scale. Variance components in latent scale. 

","FS","trait mean is wrong, that number corresponds to the mean number of observations per individual; not sure age difference between two id can be considered a fixed effect of partner; ","no","I changed trait mean to NA, age difference between two id can be considered a fixed effect of partner; changed mean group size to 2","residual v=0.103 but in observed scale. Variance components in lability scale., h2 from model without IGEs = 0.095","non_transf",NA,"binomial_logit","liability",NA,"Cervus elaphus","IsleRum_UK",44,"Revise",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"180","169","IGE0203","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2058,2058,73,100,100,3,"body weight at r2","morphology","no",42.17,"no",13.8,NA,"yes","yes",7,"54.4","0.02",NA,NA,11.79,0,NA,NA,NA,NA,NA,178.7,NA,NA,0.31,NA,0.34,NA,76.77,0.43,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","no","checked pedigree, include info on pedigree for this study, not for the complete","V1=VARIANCE DUE TO COMMON REARING E, V2=variance of experimental tank,  h2 from model without IGEs = 0.33","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR",8,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"181","170","IGE0203","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2063,2063,73,100,100,3,"body weight at r3","morphology","no",63.55,"no",20.9,NA,"yes","yes",7,"101.3","0.15",NA,NA,27.33,1.4,NA,NA,NA,NA,NA,408,NA,NA,0.05,NA,0.19,NA,169,0.41,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","no","checked pedigree, include info on pedigree for this study, not for the complete","V1=VARIANCE DUE TO COMMON REARING E, V2=variance of experimental tank,  h2 from model without IGEs = 0.24","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR",8,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"182","171","IGE0203","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,2046,2046,73,100,100,3,"specific growth rate","development","no",1.45,"no",0.51,NA,"yes","yes",7,"0.03","0.00019",NA,NA,0.02,0.01,NA,NA,NA,NA,NA,0.26,NA,NA,-0.25,NA,0.00014,NA,0.04,0.16,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","no","checked pedigree, include info on pedigree for this study, not for the complete","V1=VARIANCE DUE TO COMMON REARING E, V2=variance of experimental tank,  h2 from model without IGEs = 0.16","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR",8,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"183","172","IGE0203","2009","Gadus morhua","fish","Tromso, Norway","semicaptive","experimental","both","juv",2100,1999,1999,73,100,100,3,"change in condition factor","metabolism & physiology","no",0.00074,"no",0.1,NA,"yes","yes",7,"0.001","3e-06",NA,NA,0,3e-04,NA,NA,NA,NA,NA,0.01,NA,NA,-0.08,NA,5.3e-05,NA,0.002,0.22,"Table 1 for means, T5-7 for variances","MM","V1=VARIANCE DUE TO COMMON REARING E
V2=variance of experimental tank
","FS","check # sires and dams (it's different for the complete pedigree), as well as # of IDs in pedigree and ID w records","no","checked pedigree, include info on pedigree for this study, not for the complete","V1=VARIANCE DUE TO COMMON REARING E, V2=variance of experimental tank,  h2 from model without IGEs = 0.13","non_transf",NA,"gaussian",NA,"yes","Gadus morhua","Tromso_NOR",8,"Revise",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
