Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0572,66,67,2012-2014,Oryctolagus cuniculus,mammals,"IRTA, Spain",captive,experimental,both,juv,7701,2624,2624,NA,NA,1106,NA,Average daily gain week 2,development,no,37.54,no,11.49,NA,no,yes,8,12.9368,0.236,NA,NA,5.8548,28.1216,7.4531,NA,NA,NA,NA,54.2079,0.2387,4.00E-04,NA,NA,-1.5163,NA,NA,0.0604,"Figs. 1-4, Tables 1 & 2",DF,"V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.23
",MM,"MM: to consider, there is info on h2 male
",Added note about male h2. Added value for social heritability,non_transf,NA,gaussian,NA,yes,Oryctolagus cuniculus,Irta_ESP,48,Accept,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.2079,37.54,NA,NA,4.00E-04,2018
IGE0572,67,68,2012-2014,Oryctolagus cuniculus,mammals,"IRTA, Spain",captive,experimental,both,juv,7701,2280,2280,NA,NA,1106,NA,Average daily gain week 3,development,no,42.02,no,11.1,NA,no,yes,8,13.3603,0.2034,NA,NA,4.3509,34.3635,9.5971,NA,NA,NA,NA,61.106,0.2186,0.0033,NA,NA,-1.543,NA,NA,0.0282,"Figs. 1-4, Tables 1 & 2",DF,"V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.22
",MM,"MM: 1) trait SD = 11.1, 2)  to consider, there is info on h2 male
",Changed Trait SD to 11.10. Added note about male h2. Added value for social heritability,non_transf,NA,gaussian,NA,yes,Oryctolagus cuniculus,Irta_ESP,48,Revise,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.106,42.02,NA,NA,0.0033,2018
IGE0572,68,69,2012-2014,Oryctolagus cuniculus,mammals,"IRTA, Spain",captive,experimental,both,juv,7701,1944,1944,NA,NA,1106,NA,Average daily gain week 4,development,no,40.11,no,13.27,NA,no,yes,8,10.045,0.1899,NA,NA,3.708,42.4814,12.3518,NA,NA,NA,NA,68.4242,0.1468,0.0028,NA,NA,-1.2356,NA,NA,0.03,"Figs. 1-4, Tables 1 & 2",DF,"V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.15",MM,"MM: to consider, there is info on h2 male
",Added note about male h2. Added value for social heritability,non_transf,NA,gaussian,NA,yes,Oryctolagus cuniculus,Irta_ESP,48,Accept,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68.4242,40.11,NA,NA,0.0028,2018
IGE0572,69,70,2012-2014,Oryctolagus cuniculus,mammals,"IRTA, Spain",captive,experimental,both,juv,7701,1720,1720,NA,NA,1106,NA,Average daily gain week 5,development,no,41.2,no,10.9,NA,no,yes,8,5.788,0.229,NA,NA,3.7664,52.6743,15.9109,NA,NA,NA,NA,79.3523,0.0729,0.0029,NA,NA,-0.8612,NA,NA,0.0624,"Figs. 1-4, Tables 1 & 2",DF,"V other 1 is litter, V other 2 is """"pseudo-environmental variance"""", V other 3 is group. They did not include residual variance due to the pseudo-enviomental variance, so perhaps that effectively is the residual variance? In additional file 2 they give values for the direct-indirect covariances that they used in a simuation. These were """"close to those obtained with the SAD model in the data analysis step"""". No idea what """"close"""" means, but since it indicates they are not the true values, I haven't used them.
Indirect heritability is 0.08",MM,"MM: to consider, there is info on h2 male
",Added note about male h2. Added value for social heritability,non_transf,NA,gaussian,NA,yes,Oryctolagus cuniculus,Irta_ESP,48,Accept,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,79.3523,41.2,NA,NA,0.0029,2018
IGE0598,58,59,2001-2007,Sus scrofa,mammals,"Institute of Pig Genetics, Netherlands",captive,experimental,both,juv,17053,15602,15602,435,542,NA,5,average daily gain,development,no,251,yes,61.18,NA,no,yes,10.8,0.071,7.00E-04,0.035,NA,0.058,0.053,0.089,NA,NA,NA,2286,3340,0.071,7.00E-04,-0.27,NA,NA,NA,0.147,0.147,Table 4,DF,"Table 4 gives lots of things after dividing by VP, so have multiplied by VP and given that value in the cell. V1 other is maternal genetic, V2 other is litter effect, V3 other is group (foster mum) effect. 49645 animals in pedigree, but 17053 piglets in actual dataset analysed.",MM,"MM: we need to take into account to some of us didn't do the calculations with the info available at the paper.

","Added value for social heritability. Now updated all variance components to give what they reported in Table 4, and changed """"Variance standardised"""" to Y. Have left trait SD, residual variance, and phenotypic variance as they were, which menas that VA/VP would be tiny. But seems consistent with what we discussed",non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,49,Accept,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,251,NA,NA,NA,2010
IGE0640,96,97,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,3681,917,917,25,454,NA,5,Feather condition score,behaviour,no,13.83,no,3.55,non-beak-trimmed,no,yes,5,1.46,0.36,NA,NA,6.14,NA,NA,NA,NA,NA,2.34,11.39,NA,NA,-0.41,NA,-0.3,NA,4.84,0.42,Table 3,DF,"V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.",FS,"trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed #records to 917. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,51,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.39,13.83,NA,NA,NA,2014
IGE0640,97,98,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,3681,1524,1524,25,454,NA,5,Feather condition score,behaviour,no,10.25,no,3.81,beak-trimmed,no,yes,5,1.99,0.07,NA,NA,6.5,NA,NA,NA,NA,NA,3.44,12.22,NA,NA,0.63,NA,0.24,NA,5.03,0.41,Table 3,DF,"V other 1 is cage. They say 908 dams in total across the 2 group, I assumed since the sires were split evenly the dams were too but that is not stated.",FS,"trait type I would say FCS is more related to behaviour, or under """"other""""; # id in a pedigree should be higher (the one reported is just the number of offspring, so it's conservative?; # records should be same as # individuals, even those that die after 53 week were measured at 53 weeks; ok for the decision on #dams; AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed trait category to """"behaviour"""". Changed #ID in pedigree to 3681, which is #offspring +#sires + #dams. Changed number of records to 1524. Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,50,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.22,10.25,NA,NA,NA,2014
IGE0654,71,72,NA,Gallus gallus,birds,Hendrix Genetics,captive,experimental,F,ad,3800,3800,3800,36,287,NA,5,survival days,survival,no,454,no,122,NA,no,yes,4,960,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,13725,NA,NA,NA,NA,99,NA,2742,0.2,Table 2,DF,They report a residual correlation of 0.09 but I haven't included that in the r PE-PE(S) column as it includes covariance due to shared cage effects I think not just non-genetic interactions among cage mates.,AST,NA,"Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,52,Accept,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13725,454,NA,NA,NA,2007
IGE0657,70,71,NA,Coturnix japonica,birds,Purdue Poultry Research Centre,captive,experimental,both,ad,NA,NA,NA,NA,NA,NA,NA,day 43 weight,morphology,no,NA,no,NA,NA,no,yes,16,24.6,1.04,NA,NA,NA,NA,NA,NA,NA,NA,124.5,NA,NA,NA,NA,0.09,-1.2,NA,NA,NA,Table 1,DF,no sample size information,AST,"I lean towards """"morphology"""" as trait category. For the sample sizes, if the authors do not reply to our email, we might be able to calculate it ourselves as number of cages (24) x number of individuals per cage (16) adjusted by mortality, which according to Muir 2005 seems to be 5% for groups of 16. Then, number of records and individuals would be ca. 365.","Changed Trait category to """"morphology"""". Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,NA,Coturnix japonica,Purdue_US,53,Revise,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,2013
IGE0746,149,150,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,neck feather condition score,behaviour,no,1.38,no,NA,line W1,no,yes,4,0.135,0.061,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.306,0.059,NA,0.16,NA,NA,NA,0.244,0.195,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,54,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.306,1.38,NA,NA,NA,2014
IGE0746,150,151,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,back feather condition score,behaviour,no,1.15,no,NA,line W1,no,yes,4,0.118,0.055,NA,NA,0.026,NA,NA,NA,NA,NA,NA,0.185,0.074,NA,0.16,NA,NA,NA,0.218,0.257,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,54,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.185,1.15,NA,NA,NA,2014
IGE0746,151,152,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,rump feather condition score,behaviour,no,1.14,no,NA,line W1,no,yes,4,0.045,0.051,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.243,0.015,NA,-0.12,NA,NA,NA,0.154,0.098,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,54,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.243,1.14,NA,NA,NA,2014
IGE0746,152,153,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5363,5363,36,288,NA,1,belly feather condition score,behaviour,no,1.31,no,NA,line W1,no,yes,4,0.181,0.048,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.414,0.079,NA,0.11,NA,NA,NA,0.243,0.143,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,54,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.414,1.31,NA,NA,NA,2014
IGE0746,153,154,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,neck feather condition score,behaviour,no,2.3,no,NA,line WB,no,yes,4,0.27,0.193,NA,NA,0.403,NA,NA,NA,NA,NA,NA,0.954,0.098,NA,-0.17,NA,NA,NA,0.595,0.371,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,55,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.954,2.3,NA,NA,NA,2014
IGE0746,154,155,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,back feather condition score,behaviour,no,1.63,no,NA,line WB,no,yes,4,0.157,0.204,NA,NA,0.367,NA,NA,NA,NA,NA,NA,0.936,0.052,NA,-0.38,NA,NA,NA,0.572,0.349,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,55,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.936,1.63,NA,NA,NA,2014
IGE0746,155,156,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,rump feather condition score,behaviour,no,2.11,no,NA,line WB,no,yes,4,0.185,0.24,NA,NA,0.559,NA,NA,NA,NA,NA,NA,1.185,0.048,NA,-0.05,NA,NA,NA,0.735,0.456,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,55,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1.185,2.11,NA,NA,NA,2014
IGE0746,156,157,NA,Gallus gallus,birds,"Institut de Selection Animale B.V., Hendrix Genetics",captive,experimental,F,ad,NA,5089,5089,35,280,NA,1,belly feather condition score,behaviour,no,1.6,no,NA,line WB,no,yes,4,0.241,0.109,NA,NA,0.197,NA,NA,NA,NA,NA,NA,0.832,0.063,NA,0.29,NA,NA,NA,0.459,0.253,Table 3 & S2,FS,"Study uses data from the experiment that  described
in Ellen et al. [25], but   FCS were used instead
of survival time data (so the trait is different); # dams is approximate (8 dams used on average per sire); means are reported split by fixed effects levels in table 1, otherwise grouped need to be extracted from figure 1; model chosen was the univariate one according to our criteria of complete but simpler; V other 1 is cage effects; study also reports in Table 4 the contribution of direct and indirect genetic effects
to total heritable variation
",AST,population should be Hendrix Genetics to ensure consistency throughout,mean and SD set to NA,non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,55,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.832,1.6,NA,NA,NA,2014
IGE0752,98,99,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6276,6276,6276,36,288,NA,5,Survival days (STM),survival,no,NA,no,NA,W1,no,yes,4,28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.2,NA,57,NA,45,0.18,Table 1,DF,Estimates from STM model which fitted number of days survived as the response,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,"Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,56,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,107,NA,NA,NA,NA,2015
IGE0752,99,100,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6916,6916,6916,35,280,NA,5,Survival days (STM),survival,no,NA,no,NA,WB,no,yes,4,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,-0.24,NA,-158,NA,55,0.16,Table 1,DF,Estimates from STM model which fitted number of days survived as the response,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,"Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,57,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,135,NA,NA,NA,NA,2015
IGE0752,100,101,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6276,81588,6276,36,288,NA,5,Survival monthly (RMM.t),survival,no,NA,no,NA,W1,no,yes,4,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.19,NA,57,NA,46,0.19,Table 1,DF,Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,"Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,56,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,107,NA,NA,NA,NA,2015
IGE0752,101,102,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6916,89908,6916,35,280,NA,5,Survival monthly (RMM.t),survival,no,NA,no,NA,WB,no,yes,4,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,-0.24,NA,-111,NA,46,0.14,Table 1,DF,Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis,FS,AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset,"Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,57,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,123,NA,NA,NA,NA,2015
IGE0786,188,189,2009-2015,Sus scrofa,mammals,nucleus breeding farm in Korea,captive,experimental,both,ad,16383,14624,14624,NA,NA,NA,NA,average daily gain,development,no,773,no,87.1,NA,no,yes,6.6,2513,9,NA,NA,403,402,NA,NA,NA,NA,3875,6934,0.36,NA,0.38,NA,55,NA,3400,0.49,Table 3,MM,"v1= group variance
v2= litter variance
",FS,not sure if #of full sibs in group qualifies as trait of social env; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset,"changed to Sus scrofa and development trait, changed social fixed effect to NO",non_transf,NA,gaussian,NA,NA,Sus scrofa,Farm_KOR,58,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6934,773,NA,NA,NA,2017
IGE0824,60,61,NA,Drosophila melanogaster,arthropods,Dahomey stock,captive,experimental,F,ad,1139,1092,1092,16,48,48,1,oviposition post mating,reproduction,no,82.87,no,17.26,NA,no,yes,2,101.37,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.96,0.35,0.004,-0.09,NA,-0.94,NA,NA,0.35,Tables 1 & 2,DF,Note experiment was run in two blocks so summing numbers from each to get total samplesizes etc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.004 which is IGE heritability.,MM,"MM: 1) to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
",Entered male h2 as social heritability,non_transf,NA,gaussian,NA,yes,Drosophila melanogaster,Dahomey_UK,59,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,290.96,82.87,NA,NA,NA,2014
IGE0824,61,62,NA,Drosophila melanogaster,arthropods,Dahomey stock,captive,experimental,F,ad,1139,1094,1094,16,48,48,1,copulation duration,reproduction,no,18.15,no,4.03,NA,no,yes,2,1.33,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0.08,0.13,-0.13,NA,-0.21,NA,NA,0.18,Tables 1 & 2,DF,Note experiment was run in two blocks so summing numbers from each to et total samplesizes getc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.13 which is IGE heritability.,MM,"MM: to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
",Entered male h2 as social heritability,non_transf,NA,gaussian,NA,yes,Drosophila melanogaster,Dahomey_UK,59,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.88,18.15,NA,NA,NA,2014
IGE0852,7,7,1992-2016,Tamiasciurus hudsonicus,mammals,"Kluane Red Squirrel Project, Yukon, Canada",wild,observational,F,ad,1694,555,555,NA,NA,NA,NA,parturition date,reproduction,no,5.13,yes,NA,NA,no,yes,4,0.048,0.001,0.001,0.063,0.32,0.04,NA,NA,NA,NA,0.192,1,NA,NA,NA,NA,0.005,-0.018,0.068,NA,Table 1 (genetic model); results pg 565,FS,NA,FS,trait is variance standardized so h2 and h2 social will be = to VA and VIGE,group size changed to 4 as mean # of neighbors;,non_transf,NA,gaussian,NA,NA,Tamiasciurus hudsonicus,Kluane_CAN,60,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,5.13,NA,NA,NA,2019
IGE0857,22,22,1994-2011,Aegithalos caudatus,birds,"Rivelin Valley, Sheffield, UK",wild,observational,both,ad,NA,2800,344,NA,NA,NA,NA,feeding rates,behaviour,no,2.6,no,NA,NA,no,yes,2.8,0.033,0,0,0,0.01,0.058,0.102,NA,NA,NA,0.344,0.809,NA,NA,NA,NA,NA,NA,NA,NA,Table S1; Text pg 6,AST,"feeding rates were square-root transformed; V other 1 = nest id, V other 2 = focal bird-year id, V other 3 = social bird-year id; social effects variances have been multiplied by average group size (see Main Text); Mean group size set to 2.8 because the authors report """"The mean number of birds provisioning each nest was 2.8 (range 2–7)""""; the proportions provided for social effects are based on dividing by phenotypic variance expect residual variance, and therefore, were not extracted",DF,"id w records is 344, I think we still want to include those birds who were only helpers? r A-IGE is not reported, they report the direct-indirect curent environment correlation as -0.25. I don't think we can use ith as the permanent environment correlation either.",r A-IGE changed from -0.25 to NA; #id w records changed to 344,sqrt,NA,gaussian,NA,yes,Aegithalos caudatus,RivelinValley_UK,61,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.809,2.6,NA,NA,NA,2015
IGE0858,194,195,NA,Sus scrofa,mammals,"Danish pig breeding program, DanAvl, Denmark",captive,experimental,M,ad,80464,30447,30447,1142,11369,NA,6,average daily gain,development,no,1031.1,no,137.5,NA,no,yes,11.3,2868.9,13.8,NA,NA,979,927.3,NA,NA,NA,NA,8263.8,NA,NA,NA,-0.038,NA,-7.58,NA,4286.2,0.32,Table 3,MM,"v1=group variance
v2= litter variance

authors report an analysis of sex-combined data
",AST,"change to Sus scrofa for consistency; perhaps add Denmark to the population name; treatment/group should be set to NA; # id w records does not account for the missing values, which are accounted for in # records column, change accordingly; consider calling the trait development for consistency throughout the dataset; cov A-IGE should be -7.58","changed to Sus scrofa and development trait, added Denmark, changed COVa value, reatment/group was set to NA; changed IDs w records to be the same as #records",non_transf,NA,gaussian,NA,yes,Sus scrofa,DanAvl_DK,62,Revise,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1031.1,NA,NA,NA,2018
IGE0858,195,196,NA,Sus scrofa,mammals,"Danish pig breeding program, DanAvl, Denmark",captive,experimental,F,ad,80464,45942,45942,1142,11369,NA,6,average daily gain,development,no,977.3,no,115.2,NA,no,yes,11.7,2508.7,9.3,NA,NA,989.3,722.5,NA,NA,NA,NA,5877.6,NA,NA,NA,-0.222,NA,-34,NA,2795.2,0.273,Table 3,MM,"v1=group variance
v2= litter variance

authors report an analysis of sex-combined data
",AST,"change to Sus scrofa for consistency; perhaps add Denmark to the population name; treatment/group should be set to NA; # id w records does not account for the missing values, which are accounted for in # records column, change accordingly; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, added Denmark, treatment/group was set to NA; changed IDs w records to be the same as #records",non_transf,NA,gaussian,NA,yes,Sus scrofa,DanAvl_DK,62,Revise,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,977.3,NA,NA,NA,2018
