"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","H2_2","Social_h2_2_Zr","VZr","Social_h2_Zr","H2_2_Zr","I_a","I_ige","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","T2_2","RDSUR","T2_new","R_a_ige_calc","R_a_ige_2","R_a_ige_2_Zr","Species_name.2.phylo"
"IGE0468","86",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 2","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0838,0.0017,NA,NA,0.0885,0.0271,NA,NA,NA,NA,0.6844,1,NA,NA,0.843,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; r A-IGE should be 0.8843","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0017,0.0017,0.0838,0.0838,0.002,3.76335992774349e-05,NA,0.084,NA,NA,NA,0.0017,NA,NA,NA,NA,NA,NA,NA,0.843,1.231,"Mus musculus"
"IGE0468","89",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration - day 5","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0862,2e-04,NA,NA,0.0829,0.028,NA,NA,NA,NA,0.6974,1,NA,NA,0.9024,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,2e-04,2e-04,0.0862,0.0862,0,3.76335992774349e-05,NA,0.086,NA,NA,NA,2e-04,NA,NA,NA,NA,NA,NA,NA,0.9024,1.485,"Mus musculus"
"IGE0468","90",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running duration- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.0792,3e-04,NA,NA,0.0816,0.0228,NA,NA,NA,NA,0.699,1,NA,NA,0.9163,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,3e-04,3e-04,0.0792,0.0792,0,3.76335992774349e-05,NA,0.079,NA,NA,NA,3e-04,NA,NA,NA,NA,NA,NA,NA,0.9163,1.565,"Mus musculus"
"IGE0468","91",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 1","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1618,0.0016,NA,NA,0.0968,0,NA,NA,NA,NA,0.6864,1,NA,NA,-0.1695,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0016,0.0016,0.1618,0.1618,0.002,3.76335992774349e-05,NA,0.163,NA,NA,NA,0.0016,NA,NA,NA,NA,NA,NA,NA,-0.1695,-0.171,"Mus musculus"
"IGE0468","92",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 2","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1667,0.0019,NA,NA,0.1058,0.0037,NA,NA,NA,NA,0.6487,1,NA,NA,0.1856,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0019,0.0019,0.1667,0.1667,0.002,3.76335992774349e-05,NA,0.168,NA,NA,NA,0.0019,NA,NA,NA,NA,NA,NA,NA,0.1856,0.188,"Mus musculus"
"IGE0468","93",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 3","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1584,0.0011,NA,NA,0.1037,0.0054,NA,NA,NA,NA,0.6443,1,NA,NA,0.5621,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0011,0.0011,0.1584,0.1584,0.001,3.76335992774349e-05,NA,0.16,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,0.5621,0.636,"Mus musculus"
"IGE0468","94",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed - day 4","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1805,0.001,NA,NA,0.092,0.0034,NA,NA,NA,NA,0.6392,1,NA,NA,0.4556,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused; VIGE should be 0.0011","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.001,0.001,0.1805,0.1805,0.001,3.76335992774349e-05,NA,0.182,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,0.4556,0.492,"Mus musculus"
"IGE0468","95",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 5","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1778,6e-04,NA,NA,0.0875,0.0055,NA,NA,NA,NA,0.6305,1,NA,NA,0.3734,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,6e-04,6e-04,0.1778,0.1778,0.001,3.76335992774349e-05,NA,0.18,NA,NA,NA,6e-04,NA,NA,NA,NA,NA,NA,NA,0.3734,0.392,"Mus musculus"
"IGE0468","96",NA,"Mus musculus","mammals","Wheel running mice","captive","experimental","both","ad",26575,26575,26575,NA,NA,780,78,"Running speed- day 6","behaviour","yes",0,"yes",1,"Selected line","yes","yes",2,0.1726,0.0011,NA,NA,0.0865,0.0033,NA,NA,NA,NA,0.6318,1,NA,NA,0.2406,NA,NA,NA,NA,NA,"Tables 2 & 3, & S2 & S3 in ESM.","DF","V other 1 is maternal effect, V other 2 is indirect maternal effect (mother of social partner). Not looking at Distance as another trait as it is the product of duration and speed which are already analysed.","AST","I would say population = NA; I guess the reason why not to extract distance is because it is the product of speed by duration. If so, we should write it in the notes to avoid potential readers to be confused.","Added note about not including distance as it is speed * duration. Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"no","Mus musculus","WheelRunning_CAN","26","Revise",1,0,NA,NA,NA,2019,NA,1,0.0011,0.0011,0.1726,0.1726,0.001,3.76335992774349e-05,NA,0.174,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,0.2406,0.245,"Mus musculus"
"IGE0483","162",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,374,374,47,94,66,1,"Aggression","behaviour","no",2.5065,"no",NA,"nymph low-density","no","no",2,0.11,0.03,0,0,NA,NA,NA,NA,NA,NA,0.45,0.6042,NA,NA,NA,NA,-0.01,-0.01,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","28","Revise",0.6042,2.5065,NA,NA,NA,2018,NA,0.6042,0.0496524329692155,0.0496524329692155,0.182058920887123,0.182058920887123,0.05,0.00269541778975741,NA,0.184,0.0175088356946585,0.00477513700763413,0.12,0.03,0.12,0.12,0.198609731876862,0.198609731876862,0.1,0.165508109897385,-0.174077655955698,-0.174077655955698,-0.176,"Gryllus bimaculatus"
"IGE0483","163",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,636,636,47,94,66,1,"Aggression","behaviour","no",2.913,"no",NA,"Young adult low-density","no","no",2,0.03,0.05,0.05,0.03,NA,NA,NA,NA,NA,NA,0.36,0.521,NA,NA,NA,NA,0.02,-0.004,0.12,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 1161, changed group size to 2, copied values for #records to ID with records.I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","32","Revise",0.521,2.913,NA,NA,NA,2018,NA,0.521,0.0959692898272553,0.0959692898272553,0.0575815738963532,0.0575815738963532,0.096,0.00157977883096367,NA,0.058,0.00353541406592769,0.00589235677654616,0.12,0.05,0.12,0.12,0.230326295585413,0.230326295585413,0.05,0.0959692898272553,0.516397779494322,0.516397779494322,0.571,"Gryllus bimaculatus"
"IGE0483","164",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,470,470,47,94,66,1,"Aggression","behaviour","no",2.6466,"no",NA,"old adult low-density","no","no",2,0.1,0.06,0.02,0.02,NA,NA,NA,NA,NA,NA,0.55,0.7853,NA,NA,NA,NA,0.03,-0.01,0.22,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to 0.0? Mean group size is 2","changed age to ad,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","30","Revise",0.7853,2.6466,NA,NA,NA,2018,NA,0.7853,0.0764039220679995,0.0764039220679995,0.127339870113333,0.127339870113333,0.077,0.00214132762312634,NA,0.128,0.0142765537146282,0.00856593222877693,0.22,0.06,0.22,0.22,0.280147714249331,0.280147714249331,0.13,0.165541831147332,0.387298334620742,0.387298334620742,0.409,"Gryllus bimaculatus"
"IGE0483","165",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","juv",1161,359,359,47,94,66,1,"Aggression","behaviour","no",2.4942,"no",NA,"nymph high-density","no","no",2,0.11,0.004,0,0,NA,NA,NA,NA,NA,NA,0.39,0.5376,NA,NA,NA,NA,-0.002,-0.001,0.1,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"juv"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mean to -0.21? Mean group size is 2","changed age to juv,  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","27","Revise",0.5376,2.4942,NA,NA,NA,2018,NA,0.5376,0.00744047619047619,0.00744047619047619,0.204613095238095,0.204613095238095,0.007,0.00280898876404494,NA,0.208,0.0176819490723731,0.000642979966268113,0.11,0.004,0.11,0.1,0.186011904761905,0.186011904761905,0.108,0.200892857142857,-0.0953462589245592,-0.0953462589245592,-0.096,"Gryllus bimaculatus"
"IGE0483","166",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,771,771,47,94,66,1,"Aggression","behaviour","no",2.9269,"no",NA,"Young adult high-density","no","no",2,0.1,0.004,0.01,0,NA,NA,NA,NA,NA,NA,0.36,0.4705,NA,NA,NA,NA,-0.001,-0.001,0.11,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? ID in pedigree = 1161? Move values for #records to ID with records. Change mea to 0.30? Mean group size is 2","changed age to ad and  #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean values","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","31","Revise",0.4705,2.9269,NA,NA,NA,2018,NA,0.4705,0.00850159404888417,0.00850159404888417,0.212539851222104,0.212539851222104,0.009,0.00130208333333333,NA,0.216,0.0116730469070266,0.000466921876281062,0.102,0.004,0.102,0.11,0.233793836344315,0.233793836344315,0.099,0.210414452709883,-0.05,-0.05,-0.05,"Gryllus bimaculatus"
"IGE0483","167",NA,"Gryllus bimaculatus","arthropods","laboratory at the Ludwig Maximilians University of Munich","semicaptive","experimental","M","ad",1161,467,467,47,94,66,1,"Aggression","behaviour","no",2.5545,"no",NA,"old adult high-density","no","no",2,0.2,0.001,0.13,0.02,NA,NA,NA,NA,NA,NA,0.49,0.8452,NA,NA,NA,NA,-0.002,0.05,0.2,NA,"Table S2 for va, Table S4 for totalVa","MM","mean values and V 
estimates in log scale

I'm unsure about the pedigree stats, in total there are 1161 ID, numbers about IDs are not exact
","DF","Change age to """"ad"""". ID in pedigree = 1161? Move values for #records to ID with records. Change to -0.14? Mean group size is 2","changed age to and #pedigree to 1, changed age to juv, 161, changed group size to 2, copied values for #records to ID with records. I changed to NA the mean valuees","log",NA,"gaussian",NA,"no","Gryllus bimaculatus","Capalbio_IT","29","Revise",0.8452,2.5545,NA,NA,NA,2018,NA,0.8452,0.00118315191670611,0.00118315191670611,0.236630383341221,0.236630383341221,0.001,0.0021551724137931,NA,0.241,0.0306491321449209,0.000153245660724604,0.197,0.001,0.197,0.2,0.236630383341221,0.236630383341221,0.198,0.234264079507809,-0.14142135623731,-0.14142135623731,-0.142,"Gryllus bimaculatus"
"IGE0493","44","1992-2017","Tamiasciurus hudsonicus","mammals","Yukon Territory, Canada","wild","observational","F","ad",NA,525,402,NA,NA,NA,NA,"parturition date","reproduction","yes",NA,"yes",NA,NA,"yes","yes",2,0.044,1e-04,1e-04,NA,0.714,NA,NA,NA,NA,NA,0.199,NA,0.147,NA,NA,NA,1e-04,NA,NA,NA,"Table S5","AST","mode is provided for the variance components; h2 calculated with the among-year variance excluded, see Methods; V other 1 = year id; fixed eff of partner trait = sex and lifespan of previous owner; parturition date was standardized by subtracting the mean and dividing by the SD","FS",NA,NA,"non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","33","Accept",NA,0,"YES",NA,NA,2019,0.299319727891156,0.299319727891156,0.000334090909090909,0.000334090909090909,0.147,0.147,0,0.0025062656641604,NA,0.148,NA,NA,0.0443,1e-04,0.0443,0.0443,0.148002272727273,0.148002272727273,0.0441,0.147334090909091,0.0476731294622796,0.0476731294622796,0.048,"Tamiasciurus hudsonicus"
"IGE0494","190","2008-2013","Sus scrofa","mammals","IRTA experimental facilities (Spain)","captive","experimental","both","juv",5013,663,663,883,2914,NA,NA,"average daily gain","development","no",837.9,"no",96.42,NA,"no","yes",12,0.38,0.004,NA,NA,0.04,NA,NA,NA,NA,NA,NA,0.75,NA,NA,-0.39,NA,-0.018,NA,0.43,0.54,"Table 3, model AM- IGE","MM","v1= pen environmental variance
","AST","change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset; I am not sure if 57 actually refers to # families; despite not knowing the exact mean group size, they say it ranged from 10 to 14, so we could consider using this information if the authors do not provide exact values after email contact; I cannot figure out why fixed eff of partner trait was set to yes","changed to Sus scrofa and development trait, group size  changed from NA to 10+14/2=12, social fixed effect changed to no, changed #family to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","Irta_ESP","34","Revise",0.75,837.9,NA,NA,NA,2019,NA,0.75,0.00533333333333333,0.00533333333333333,0.506666666666667,0.506666666666667,0.005,0.00151515151515152,NA,0.558,5.41251628152554e-07,5.69738555950057e-09,0.468,0.004,0.468,0.43,0.573333333333333,0.54,0.182,0.242666666666667,-0.461690258438319,-0.39,-0.412,"Sus scrofa"
"IGE0501","2","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"approach rate","behaviour","no",0.4925,"no",NA,NA,"no","yes",2,0.016,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0775,NA,NA,-0.3,NA,NA,NA,0.015,0.19,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.202","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0775,0.4925,NA,NA,NA,2009,NA,0.0775,0.0387096774193548,0.0387096774193548,0.206451612903226,0.206451612903226,0.039,0.00813008130081301,NA,0.209,0.065964080496792,0.0123682650931485,NA,0.003,NA,0.015,0.193548387096774,0.19,NA,NA,NA,-0.3,-0.31,"Peromyscus maniculatus sonoriensis"
"IGE0501","4","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"mounting rate","behaviour","no",0.166,"no",NA,NA,"no","yes",2,0.007,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0793,NA,NA,-0.853,NA,NA,NA,0.002,0.025,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed ; h2 estimated in a different model (without IGEs) as 0.036","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0793,0.166,NA,NA,NA,2009,NA,0.0793,0.0630517023959647,0.0630517023959647,0.0882723833543506,0.0882723833543506,0.063,0.00813008130081301,NA,0.089,0.254028160836116,0.181448686311511,NA,0.005,NA,0.002,0.0252206809583859,0.025,NA,NA,NA,-0.853,-1.267,"Peromyscus maniculatus sonoriensis"
"IGE0501","5","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"rearing rate","behaviour","no",0.2461,"no",NA,NA,"no","yes",2,0.018,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0707,NA,NA,0.789,NA,NA,NA,0.047,0.607,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.098","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.0707,0.2461,NA,NA,NA,2009,NA,0.0707,0.127298444130127,0.127298444130127,0.254596888260255,0.254596888260255,0.128,0.00813008130081301,NA,0.26,0.297200323419996,0.148600161709998,NA,0.009,NA,0.047,0.664780763790665,0.607,NA,NA,NA,0.789,1.069,"Peromyscus maniculatus sonoriensis"
"IGE0501","6","2005-2008","Peromyscus maniculatus sonoriensis","mammals","White Mountain Research Station, California, US","captive","experimental","both","ad",429,490,126,NA,NA,NA,3,"reciprocal latency to fight","behaviour","no",-2.2224,"no",NA,NA,"no","yes",2,0.028,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1968,NA,NA,0.864,NA,NA,NA,0.119,0.556,"Table 4 (model 3 & 2)","FS","h2 estimated in a different model (without IGEs)","FS","variable was transformed; h2 estimated in a different model (without IGEs) as 0.050","h2 set to NA as it was from model without IGEs","log",NA,"gaussian",NA,NA,"Peromyscus maniculatus sonoriensis","WhiteMountain_US","35","Revise",0.1968,-2.2224,NA,NA,NA,2009,NA,0.1968,0.182926829268293,0.182926829268293,0.142276422764228,0.142276422764228,0.185,0.00813008130081301,NA,0.143,NA,NA,NA,0.036,NA,0.119,0.604674796747967,0.556,NA,NA,NA,0.864,1.309,"Peromyscus maniculatus sonoriensis"
"IGE0505","9","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"neck bite marks","behaviour","no",2.21,"no",2.11,NA,"no","yes",4,0.26,0.18,NA,NA,1.4,3.07,NA,NA,NA,NA,NA,3.54,0.07,NA,0.55,NA,0.12,NA,1.65,0.47,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",3.54,2.21,NA,NA,NA,2014,3.71428571428571,3.54,0.0508474576271186,0.0508474576271186,0.0734463276836158,0.07,0.051,0.000504540867810293,NA,0.07,0.0532339632685653,0.0368542822628529,2.6,0.18,2.6,1.65,0.466101694915254,0.47,0.62,0.175141242937853,0.554700196225229,0.55,0.618,"Neovison vison"
"IGE0505","10","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"tail bite marks","behaviour","no",2.22,"no",2.43,NA,"no","yes",4,0.34,0.14,NA,NA,2.8,6.1,NA,NA,NA,NA,NA,5.31,0.06,NA,0.99,NA,0.21,NA,2.19,0.41,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",5.31,2.22,NA,NA,NA,2014,5.66666666666667,5.31,0.0263653483992467,0.0263653483992467,0.064030131826742,0.06,0.026,0.000504540867810293,NA,0.06,0.0689879068257447,0.0284067851635419,2.86,0.14,2.86,2.19,0.412429378531073,0.41,0.97,0.182674199623352,0.962533421879622,0.99,2.647,"Neovison vison"
"IGE0505","11","2009-2011","Neovison vison","mammals","Research Centre Foulum, Denmark","captive","experimental","both","both",2806,1985,1985,136,349,NA,5,"body bite marks","behaviour","no",2.03,"no",2.6,NA,"no","yes",4,0.37,0.27,NA,NA,3.15,3.9,NA,NA,NA,NA,NA,4.95,0.07,NA,0.67,NA,0.27,NA,2.56,0.52,"Table 6","AST","Trait mean and SD can be estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females. Data extraction discussed among all four reviewers
","FS","Trait mean and SD are estimated as a marginalized mean using the values in Table 2. V other 1 = residuals males; V other 2 = residuals females.","estimated mean and sd with marginal means formula","log","no","gaussian",NA,NA,"Neovison vison","Foulum_DK","37","Revise",4.95,2.03,NA,NA,NA,2014,5.28571428571429,4.95,0.0545454545454545,0.0545454545454545,0.0747474747474747,0.07,0.055,0.000504540867810293,NA,0.07,0.0897862117498605,0.065519668033682,4.42,0.27,4.42,2.56,0.517171717171717,0.52,1.18,0.238383838383838,0.854242196177249,0.67,0.811,"Neovison vison"
