"Paper_id","Record_id","Year","Species_name","Taxon","Population","Population_type","Study_type","Sex","Age","N_id_pedigree","N_records","N_id_w_records","N_sires","N_dams","N_families","Depth_of_ped","Trait_name","Trait_category","Mean_standardized","Trait_mean","Variance_standardized","Trait_sd","Treatment_group","Fixed_eff_of_partner_trait","Other_fixed_eff","Mean_group_size","Va","V_ige","Vpe_foc","Vpe_soc","V_other_1","V_other_2","V_other_3","V_other_4","V_other_5","V_other_6","V_residual","Total_v_phen","H2","Social_h2","R_a_ige","R_pe_pe_soc","Cov_a_ige","Cov_pe_pe_soc","V_tbv","T2","Data_location","Screener_id","Notes","Second_screener_id","Second_screener_notes","Changes_after_second_screening","Data_transf","Trait_mean_transf","Trait_error_distrib","Estimates_scale_nongauss","Vp_group_formula","Species_name.2","Population2","Group_id","Second_screener_original_decision","Total_v_phen2","Trait_mean2","Reported_values_flag","Excluded_after_control","social_h2","Year_of_Publication","Total_v_phen_calc","Total_v_phen3","Social_h2_calc","Social_h2_2","H2_calc","Social_h2_2_Zr","VZr","Social_h2_Zr","V_tbv_calc","V_ige_2","V_tbv_calc_2","V_tbv_2","T2_calc","direct_social","dat4A_herit","dat_weights","Record_id_long","Species_name.2.phylo"
"IGE0752","100",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,35,280,NA,5,"Survival days (STM)","survival","no",NA,"no",NA,"WB","no","yes",4,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,-0.24,NA,-158,NA,55,0.16,"Table 1","DF","Estimates from STM model which fitted number of days survived as the response","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",135,NA,NA,NA,NA,2015,NA,135,0.118518518518519,0.118518518518519,0.303703703703704,0.119,0.000144654997830175,NA,-763,16,-763,55,0.407407407407407,"H2_2",0.303703703703704,8.84159284680318,177,"Gallus gallus"
"IGE0752","100",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,35,280,NA,5,"Survival days (STM)","survival","no",NA,"no",NA,"WB","no","yes",4,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,-0.24,NA,-158,NA,55,0.16,"Table 1","DF","Estimates from STM model which fitted number of days survived as the response","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",135,NA,NA,NA,NA,2015,NA,135,0.118518518518519,0.118518518518519,0.303703703703704,0.119,0.000144654997830175,NA,-763,16,-763,55,0.407407407407407,"T2_2",0.16,8.84159284680318,178,"Gallus gallus"
"IGE0752","101",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,81588,6276,36,288,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"W1","no","yes",4,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.19,NA,57,NA,46,0.19,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","56","Accept",107,NA,NA,NA,NA,2015,NA,107,0.102803738317757,0.102803738317757,0.261682242990654,0.103,0.000159413358839471,NA,469,11,469,46,0.429906542056075,"H2_2",0.261682242990654,8.74448811385292,179,"Gallus gallus"
"IGE0752","101",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,81588,6276,36,288,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"W1","no","yes",4,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,0.19,NA,57,NA,46,0.19,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","56","Accept",107,NA,NA,NA,NA,2015,NA,107,0.102803738317757,0.102803738317757,0.261682242990654,0.103,0.000159413358839471,NA,469,11,469,46,0.429906542056075,"T2_2",0.19,8.74448811385292,180,"Gallus gallus"
"IGE0752","102",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,89908,6916,35,280,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"WB","no","yes",4,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,-0.24,NA,-111,NA,46,0.14,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",123,NA,NA,NA,NA,2015,NA,123,0.0975609756097561,0.0975609756097561,0.308943089430894,0.098,0.000144654997830175,NA,-520,12,-520,46,0.373983739837398,"H2_2",0.308943089430894,8.84159284680318,181,"Gallus gallus"
"IGE0752","102",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,89908,6916,35,280,NA,5,"Survival monthly (RMM.t)","survival","no",NA,"no",NA,"WB","no","yes",4,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,-0.24,NA,-111,NA,46,0.14,"Table 1","DF","Estimates from RMM.t model which fitted monthly survival for each bird in a repeated measures framework. Performance as good as 2 other variants (RMM..p & GLMM) but RMM.t is th only variant reported in Table 1. They also reported a time dependent version (RMM.t-td) but this is less accurate (they test this) so not using that one. Variance components would have been on latent scale but they transformed them onto the same scale as the survival days in the other analysis","FS","AST comment: population should be Hendrix Genetics so that there is consistency throughout the dataset","Changed Population to """"Hendrix genetics"""". Added """"NA"""" for social heritability. Added to notes about how variances would have been on latent scale and were then back-transformed to match original scale","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","57","Accept",123,NA,NA,NA,NA,2015,NA,123,0.0975609756097561,0.0975609756097561,0.308943089430894,0.098,0.000144654997830175,NA,-520,12,-520,46,0.373983739837398,"T2_2",0.14,8.84159284680318,182,"Gallus gallus"
"IGE0786","189","2009-2015","Sus scrofa","mammals","nucleus breeding farm in Korea","captive","experimental","both","ad",16383,14624,14624,NA,NA,NA,NA,"average daily gain","development","no",773,"no",87.1,NA,"no","yes",6.6,2513,9,NA,NA,403,402,NA,NA,NA,NA,3875,6934,0.36,NA,0.38,NA,55,NA,3400,0.49,"Table 3","MM","v1= group variance
v2= litter variance
","FS","not sure if #of full sibs in group qualifies as trait of social env; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed social fixed effect to NO","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Farm_KOR","58","Revise",6934,773,NA,NA,NA,2017,6980.55555555556,6934,0.00129795211998846,0.00129795211998846,0.362417075281223,0.001,6.83947746392176e-05,NA,3411.24,9,3411.24,3400,0.490337467551197,"H2_2",0.36,9.59041929369393,183,"Sus scrofa"
"IGE0786","189","2009-2015","Sus scrofa","mammals","nucleus breeding farm in Korea","captive","experimental","both","ad",16383,14624,14624,NA,NA,NA,NA,"average daily gain","development","no",773,"no",87.1,NA,"no","yes",6.6,2513,9,NA,NA,403,402,NA,NA,NA,NA,3875,6934,0.36,NA,0.38,NA,55,NA,3400,0.49,"Table 3","MM","v1= group variance
v2= litter variance
","FS","not sure if #of full sibs in group qualifies as trait of social env; AST comment: change to Sus scrofa for consistency; consider calling the trait development for consistency throughout the dataset","changed to Sus scrofa and development trait, changed social fixed effect to NO","non_transf",NA,"gaussian",NA,NA,"Sus scrofa","Farm_KOR","58","Revise",6934,773,NA,NA,NA,2017,6980.55555555556,6934,0.00129795211998846,0.00129795211998846,0.362417075281223,0.001,6.83947746392176e-05,NA,3411.24,9,3411.24,3400,0.490337467551197,"T2_2",0.49,9.59041929369393,184,"Sus scrofa"
"IGE0824","61",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1092,1092,16,48,48,1,"oviposition post mating","reproduction","no",82.87,"no",17.26,NA,"no","yes",2,101.37,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.96,0.35,0.004,-0.09,NA,-0.94,NA,NA,0.35,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to get total samplesizes etc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.004 which is IGE heritability.","MM","MM: 1) to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",290.96,82.87,NA,NA,NA,2014,289.628571428571,290.96,0.00378058839703052,0.004,0.348398405279076,0.004,0.000918273645546373,0.004,100.59,1.1,100.59,100.59,0.345717624415727,"H2_2",0.35,6.99576615630485,185,"Drosophila melanogaster"
"IGE0824","61",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1092,1092,16,48,48,1,"oviposition post mating","reproduction","no",82.87,"no",17.26,NA,"no","yes",2,101.37,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.96,0.35,0.004,-0.09,NA,-0.94,NA,NA,0.35,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to get total samplesizes etc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.004 which is IGE heritability.","MM","MM: 1) to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",290.96,82.87,NA,NA,NA,2014,289.628571428571,290.96,0.00378058839703052,0.004,0.348398405279076,0.004,0.000918273645546373,0.004,100.59,1.1,100.59,100.59,0.345717624415727,"T2_2",0.35,6.99576615630485,186,"Drosophila melanogaster"
"IGE0824","62",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1094,1094,16,48,48,1,"copulation duration","reproduction","no",18.15,"no",4.03,NA,"no","yes",2,1.33,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0.08,0.13,-0.13,NA,-0.21,NA,NA,0.18,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to et total samplesizes getc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.13 which is IGE heritability.","MM","MM: to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",15.88,18.15,NA,NA,NA,2014,16.625,15.88,0.126574307304786,0.13,0.0837531486146096,0.131,0.000916590284142988,0.131,2.92,2.01,2.92,2.92,0.183879093198992,"H2_2",0.08,6.99759598298193,187,"Drosophila melanogaster"
"IGE0824","62",NA,"Drosophila melanogaster","arthropods","Dahomey stock","captive","experimental","F","ad",1139,1094,1094,16,48,48,1,"copulation duration","reproduction","no",18.15,"no",4.03,NA,"no","yes",2,1.33,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.88,0.08,0.13,-0.13,NA,-0.21,NA,NA,0.18,"Tables 1 & 2","DF","Note experiment was run in two blocks so summing numbers from each to et total samplesizes getc. I haven't included their analysis of post|pre given those traits are analysed independently. They report male h2 as 0.13 which is IGE heritability.","MM","MM: to consider, I wrote NA to group size of 2, as this is the minimum and dont considered it as a group per se, 2) there is info on h2 male that we might want to use
","Entered male h2 as social heritability","non_transf",NA,"gaussian",NA,"yes","Drosophila melanogaster","Dahomey_UK","59","Revise",15.88,18.15,NA,NA,NA,2014,16.625,15.88,0.126574307304786,0.13,0.0837531486146096,0.131,0.000916590284142988,0.131,2.92,2.01,2.92,2.92,0.183879093198992,"T2_2",0.18,6.99759598298193,188,"Drosophila melanogaster"
"IGE0852","7","1992-2016","Tamiasciurus hudsonicus","mammals","Kluane Red Squirrel Project, Yukon, Canada","wild","observational","F","ad",1694,555,555,NA,NA,NA,NA,"parturition date","reproduction","no",5.13,"yes",NA,NA,"no","yes",4,0.048,0.001,0.001,0.063,0.32,0.04,NA,NA,NA,NA,0.192,1,NA,NA,NA,NA,0.005,-0.018,0.068,NA,"Table 1 (genetic model); results pg 565","FS",NA,"FS","trait is variance standardized so h2 and h2 social will be = to VA and VIGE","group size changed to 4 as mean # of neighbors;","non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","60","Revise",1,5.13,NA,NA,NA,2019,NA,1,0.001,0.001,0.048,0.001,0.00181159420289855,NA,0.087,0.001,0.087,0.068,0.068,"H2_2",0.048,6.31896811374643,189,"Tamiasciurus hudsonicus"
"IGE0852","7","1992-2016","Tamiasciurus hudsonicus","mammals","Kluane Red Squirrel Project, Yukon, Canada","wild","observational","F","ad",1694,555,555,NA,NA,NA,NA,"parturition date","reproduction","no",5.13,"yes",NA,NA,"no","yes",4,0.048,0.001,0.001,0.063,0.32,0.04,NA,NA,NA,NA,0.192,1,NA,NA,NA,NA,0.005,-0.018,0.068,NA,"Table 1 (genetic model); results pg 565","FS",NA,"FS","trait is variance standardized so h2 and h2 social will be = to VA and VIGE","group size changed to 4 as mean # of neighbors;","non_transf",NA,"gaussian",NA,NA,"Tamiasciurus hudsonicus","Kluane_CAN","60","Revise",1,5.13,NA,NA,NA,2019,NA,1,0.001,0.001,0.048,0.001,0.00181159420289855,NA,0.087,0.001,0.087,0.068,0.068,"T2_2",0.068,6.31896811374643,190,"Tamiasciurus hudsonicus"
"IGE0889","63",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,6276,6276,68,537,NA,5,"survival days","survival","no",352.3,"no",NA,"W1","no","yes",4,915,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,12847,NA,NA,0.18,NA,62,NA,50,0.19,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM 1) I get a trait mean = 355, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","63","Revise",12847,352.3,NA,NA,NA,2008,NA,12847,0.0104304506888768,0.0104304506888768,0.0712228535844944,0.01,0.000159413358839471,NA,2493,134,2493,50,0.00389195921226746,"H2_2",0.0712228535844944,8.74448811385292,191,"Gallus gallus"
"IGE0889","63",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6276,6276,6276,68,537,NA,5,"survival days","survival","no",352.3,"no",NA,"W1","no","yes",4,915,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,12847,NA,NA,0.18,NA,62,NA,50,0.19,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM 1) I get a trait mean = 355, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","63","Revise",12847,352.3,NA,NA,NA,2008,NA,12847,0.0104304506888768,0.0104304506888768,0.0712228535844944,0.01,0.000159413358839471,NA,2493,134,2493,50,0.00389195921226746,"T2_2",0.19,8.74448811385292,192,"Gallus gallus"
"IGE0889","64",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,68,537,NA,5,"survival days","survival","no",325.7,"no",NA,"WB","no","yes",4,1917,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,20111,NA,NA,-0.31,NA,-228,NA,55,0.15,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. Thy give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) 1) I get a trait mean = 326, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","64","Revise",20111,325.7,NA,NA,NA,2008,NA,20111,0.0135746606334842,0.0135746606334842,0.095320968624136,0.014,0.000144654997830175,NA,3006,273,3006,55,0.00273482173934663,"H2_2",0.095320968624136,8.84159284680318,193,"Gallus gallus"
"IGE0889","64",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",6916,6916,6916,68,537,NA,5,"survival days","survival","no",325.7,"no",NA,"WB","no","yes",4,1917,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,20111,NA,NA,-0.31,NA,-228,NA,55,0.15,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. Thy give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) 1) I get a trait mean = 326, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","64","Revise",20111,325.7,NA,NA,NA,2008,NA,20111,0.0135746606334842,0.0135746606334842,0.095320968624136,0.014,0.000144654997830175,NA,3006,273,3006,55,0.00273482173934663,"T2_2",0.15,8.84159284680318,194,"Gallus gallus"
"IGE0889","65",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3588,3588,3588,38,294,NA,5,"survival days","survival","no",373.4,"no",NA,"WF","no","yes",4,246,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13999,NA,NA,0.11,NA,13,NA,30,0.06,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM: 1) 294 dams, 2) I get a trait mean = 373, 3) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed #dams to 294. Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","65","Revise",13999,373.4,NA,NA,NA,2008,NA,13999,0.00428602043003072,0.00428602043003072,0.0175726837631259,0.004,0.000278940027894003,NA,864,60,864,30,0.00214301021501536,"H2_2",0.0175726837631259,8.18535022317869,195,"Gallus gallus"
"IGE0889","65",NA,"Gallus gallus","birds","Hendrix genetics","captive","experimental","F","ad",3588,3588,3588,38,294,NA,5,"survival days","survival","no",373.4,"no",NA,"WF","no","yes",4,246,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13999,NA,NA,0.11,NA,13,NA,30,0.06,"Table 5","DF","I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5","MM","AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM: 1) 294 dams, 2) I get a trait mean = 373, 3) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed #dams to 294. Changed r PE-PE(S) to NA. Added NA for social heritability","non_transf",NA,"gaussian",NA,"yes","Gallus gallus","HendrixGenetics_NL","65","Revise",13999,373.4,NA,NA,NA,2008,NA,13999,0.00428602043003072,0.00428602043003072,0.0175726837631259,0.004,0.000278940027894003,NA,864,60,864,30,0.00214301021501536,"T2_2",0.06,8.18535022317869,196,"Gallus gallus"
"IGE0920","142",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"growth rate","development","no",841,"no",NA,NA,"no","yes",8.5,1522,51,NA,1371,236,NA,NA,NA,NA,NA,3221,7324,NA,NA,0.2,NA,56,NA,5208,0.71,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7324,841,NA,NA,NA,2008,NA,7324,0.00696340797378482,0.00696340797378482,0.207809939923539,0.007,7.12809180982251e-05,NA,5230.75,51,5230.75,5208,0.711086837793555,"H2_2",0.207809939923539,9.54909571461196,197,"Sus scrofa"
"IGE0920","142",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"growth rate","development","no",841,"no",NA,NA,"no","yes",8.5,1522,51,NA,1371,236,NA,NA,NA,NA,NA,3221,7324,NA,NA,0.2,NA,56,NA,5208,0.71,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7324,841,NA,NA,NA,2008,NA,7324,0.00696340797378482,0.00696340797378482,0.207809939923539,0.007,7.12809180982251e-05,NA,5230.75,51,5230.75,5208,0.711086837793555,"T2_2",0.71,9.54909571461196,198,"Sus scrofa"
"IGE0920","143",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"back fat thickness","morphology","no",16.9,"no",NA,NA,"no","yes",8.5,2.75,0.009,NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,NA,NA,-0.02,NA,-0.003,NA,3.19,0.41,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7.79,16.9,NA,NA,NA,2008,NA,7.79,0.00115532734274711,0.00115532734274711,0.353016688061617,0.001,7.12809180982251e-05,NA,3.21125,0.009,3.21125,3.19,0.409499358151476,"H2_2",0.353016688061617,9.54909571461196,199,"Sus scrofa"
"IGE0920","143",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"back fat thickness","morphology","no",16.9,"no",NA,NA,"no","yes",8.5,2.75,0.009,NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,NA,NA,-0.02,NA,-0.003,NA,3.19,0.41,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",7.79,16.9,NA,NA,NA,2008,NA,7.79,0.00115532734274711,0.00115532734274711,0.353016688061617,0.001,7.12809180982251e-05,NA,3.21125,0.009,3.21125,3.19,0.409499358151476,"T2_2",0.41,9.54909571461196,200,"Sus scrofa"
"IGE0920","144",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"muscle depth","morphology","no",57.6,"no",NA,NA,"no","yes",8.5,6.68,0.027,NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,NA,NA,0.33,NA,0.14,NA,10.35,0.32,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",32.17,57.6,NA,NA,NA,2008,NA,32.17,0.00083929126515387,0.00083929126515387,0.207646875971402,0.001,7.12809180982251e-05,NA,10.29875,0.027,10.29875,10.35,0.321728318308984,"H2_2",0.207646875971402,9.54909571461196,201,"Sus scrofa"
"IGE0920","144",NA,"Sus scrofa","mammals","Institute for Pig Genetics, Beilen, The Netherlands","captive","experimental","both","ad",19674,14032,14032,397,580,NA,3,"muscle depth","morphology","no",57.6,"no",NA,NA,"no","yes",8.5,6.68,0.027,NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,NA,NA,0.33,NA,0.14,NA,10.35,0.32,"Table 5 (Model 3)","FS","8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)","MM","MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA","non_transf",NA,"gaussian",NA,"yes","Sus scrofa","PigGenetics_NL","66","Revise",32.17,57.6,NA,NA,NA,2008,NA,32.17,0.00083929126515387,0.00083929126515387,0.207646875971402,0.001,7.12809180982251e-05,NA,10.29875,0.027,10.29875,10.35,0.321728318308984,"T2_2",0.32,9.54909571461196,202,"Sus scrofa"
