"key","title","authors","journal","issn","volume","issue","pages","year","publisher","url","abstract"
"X.ISI.000241958200023","The influence of phenotypic and genetic effects on maternal provisioning and offspring weight gain in mice","Hager, Reinmar and Johnstone, Rufus A.","BIOLOGY LETTERS","1744-9561","2","1","81-84",2006,"ROYAL SOCIETY","10.1098/rsbl.2005.0403","Close interactions between mother and offspring are said to result in a coevolution of parental and offspring genotypes such that offspring are adapted in their solicitation behaviour to obtain maternal provisioning that maximizes their fitness. Few empirical studies have been conducted in this field and it remains unclear whether maternal provisioning and offspring weight gain are influenced by the same set of maternal and offspring phenotypic and genotypic factors. Using a cross-foster, split-litter design in mice, we found that overall maternal provisioning and offspring weight gain are significantly correlated but are affected by a different set of parameters, except for the effect of maternal bodyweight. While the level of maternal provisioning was influenced by both offspring and foster mother genotype, offspring weight gain was only affected by the number of males in the mixed litter. We suggest that this disparity may hint at the inefficiency of offspring solicitation behaviour or effects of sibling competition."
"Liebgold2014388","The influence of social environment: Behavior of unrelated adults affects future juvenile behaviors","Liebgold, E.B.","Ethology","01791613","120","4","388-399",2014,"","10.1111/eth.12214","Juveniles' behaviors are often influenced by the behaviors of conspecifics. Most experimental studies of the influence of conspecific behavior vary the social environment by the presence or absence of conspecifics or investigate the impact of the outcome of social encounters (winner/loser effects) but less frequently expose individuals to variation in behavioral phenotypes present in the social environment. Based on previous work showing that juveniles of the salamander Plethodon cinereus are likely to interact frequently with non-parental adults, I hypothesized that territorial adults in the social environment alter the future behaviors of juveniles. I measured the intracohort social behaviors of juvenile salamanders collected from two geographic areas, Michigan (MI) and Virginia (VA), before and after housing with ostensibly territorial (VA) or non-territorial (MI) adults. There were overall effects of adult territoriality and aggression on the behavior of juveniles. However, juveniles from populations in MI were especially susceptible to behavioral modification. Compared with behaviors prior to being housed with adults, MI juveniles increased investigatory and escape behaviors in juvenile-juvenile interactions after being housed with adults that displayed territorial behaviors and decreased investigatory and escape behaviors after being housed with non-territorial adults. This study shows that not only is a specific behavior, territoriality of adult salamanders, a social environment that modifies future juvenile behaviors, but the effects of social environment may differ between populations.  2014 Blackwell Verlag GmbH."
"X.ISI.000258379600001","The joint effects of kin, multilevel selection and indirect genetic effects on response to genetic selection","Bijma, P. and Wade, M. J.","JOURNAL OF EVOLUTIONARY BIOLOGY","1010-061X","21","5","1175-1188",2008,"WILEY-BLACKWELL","10.1111/j.1420-9101.2008.01550.x","Kin and levels-of-selection models are common approaches for modelling social evolution. Indirect genetic effect (IGE) models represent a different approach, specifying social effects on trait values rather than fitness. We investigate the joint effect of relatedness, multilevel selection and IGEs on response to selection. We present a measure for the degree of multilevel selection, which is the natural partner of relatedness in expressions for response. Response depends on both relatedness and the degree of multilevel selection, rather than only one or the other factor. Moreover, response is symmetric in relatedness and the degree of multilevel selection, indicating that both factors have exactly the same effect. Without IGEs, the key parameter is the product of relatedness and the degree of multilevel selection. With IGEs, however, multilevel selection without relatedness can explain evolution of social traits. Thus, next to relatedness and multilevel selection, IGEs are a key element in the genetical theory of social evolution."
"X.ISI.000253373900007","The maintenance of heritable variation through social competition","Harris, W. Edwin and McKane, Alan J. and Wolf, Jason B.","EVOLUTION","0014-3820","62","2","337-347",2008,"WILEY","10.1111/j.1558-5646.2007.00302.x","The paradoxical persistence of heritable variation for fitness-related traits is an evolutionary conundrum that remains a preeminent problem in evolutionary biology. Here we describe a simple mechanism in which social competition results in the evolutionary maintenance of heritable variation for fitness related traits. We demonstrate this mechanism using a genetic model with two primary assumptions: the expression of a trait depends upon success in social competition for limited resources; and competitive success of a genotype depends on the genotypes that it competes against. We find that such social competition generates heritable (additive) genetic variation for ``competition-dependent{'' traits. This heritable variation is not eroded by continuous directional selection because, rather than leading to fixation of favored alleles, selection leads instead to allele frequency cycling due to the concerted coevolution of the social environment with the effects of alleles. Our results provide a mechanism for the maintenance of heritable variation in natural populations and suggest an area for research into the importance of competition in the genetic architecture of fitness related traits."
"X.ISI.000288651200025","The mating status of mothers and offspring sex affect clutch size in a polyembryonic parasitoid wasp","Morag, Na'ama and Bouskila, Amos and Rapp, Olga and Segoli, Michal and Keasar, Tamar and Harari, Ally R.","ANIMAL BEHAVIOUR","0003-3472","81","4","865-870",2011,"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","10.1016/j.anbehav.2011.01.026","Mothers can modify the phenotype of their offspring both genetically and epigenetically, in response to the environment they experience. The role of maternal experience in affecting offspring clutch size is often difficult to measure, because parent-offspring conflict over this trait is common. In polyembryonic parasitoids, where each egg proliferates to form a clone of genetically identical siblings, the conflict is minimized. Therefore, they are good models for studying maternal effects on clutch size. In the haplodiploid parasitoid wasp Copidosoma koehleri, female clones contain more individuals than male clones. This may result from differences in genome size or in optimal body size between the sexes. Alternatively, maternal mating may mediate epigenetic physiological changes in eggs, leading to increased proliferation. We evaluated these hypotheses by comparing the body size and number of clone mates produced by mated versus virgin females. Sons of mated females were significantly smaller and formed larger clones than sons of virgins. Daughters formed the largest clones, but resembled sons of mated females in body size. Clone sizes of parents and offspring were not correlated. These findings suggest that both offspring sex and maternal experience (mating status) affect clone size, and that this trait's heritability is low. The increased proliferation by offspring of mated females may enhance paternal fitness by producing extra daughters, or benefit the offspring under conditions where the associated decrease in body size does not greatly reduce fitness. We estimated the contribution of large body size to male reproductive success through a mate choice assay. (C) 2011 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
"Linksvayer2015271","The molecular and evolutionary genetic implications of being truly social for the social insects","Linksvayer, T.A.","Advances in Insect Physiology","00652806","48",NA,"271-292",2015,"","10.1016/bs.aiip.2014.12.003","The social complexity that characterizes the eusocial insects strongly affects all aspects of social insect life, including the molecular and evolutionary genetic basis of social insect traits. Quantitative genetic theory and empirical approaches have been developed over the past 60 years specifically to study the genetic implications of social interactions. Surprisingly, given the obvious biological importance of social interactions in social insects, this research tradition has been and continues to be widely overlooked throughout the social insect literature, including in recent sociogenomic studies focused on understanding the molecular underpinnings of social life. Instead, the overwhelming majority of social insect genetic research has relied on conventional genetic approaches developed for solitary organisms focused on the one-to-one association of an individual's genes to its own traits. I survey social insect studies that conclusively demonstrate the importance of indirect genetic effects (IGEs), which arise from social interactions, for social insect trait expression and evolution. I explain why these genetically based social effects are expected to be ubiquitous in social insects and I explain the relevance of the IGE framework, originally developed within quantitative genetics, for molecular genetic studies of social insect traits such as behaviour and caste. I discuss the problems of ignoring IGEs and relying solely on conventional direct genetic effect approaches. Finally, I discuss the strong potential of using the IGE approach and other more systems-level-focused approaches to complement conventional reductionist approaches in elucidating the genetic basis of social insect trait expression and evolution.  2015 Elsevier Ltd."
"Postma2014631","The multivariate egg: Quantifying within- and among-clutch correlations between maternally derived yolk immunoglobulins and yolk androgens using multivariate mixed models","Postma, E. and Siitari, H. and Schwabl, H. and Richner, H. and Tschirren, B.","Oecologia","00298549","174","3","631-638",2014,"","10.1007/s00442-013-2803-8","Egg components are important mediators of prenatal maternal effects in birds and other oviparous species. Because different egg components can have opposite effects on offspring phenotype, selection is expected to favour their mutual adjustment, resulting in a significant covariation between egg components within and/or among clutches. Here we tested for such correlations between maternally derived yolk immunoglobulins and yolk androgens in great tit (Parus major) eggs using a multivariate mixed-model approach. We found no association between yolk immunoglobulins and yolk androgens within clutches, indicating that within clutches the two egg components are deposited independently. Across clutches, however, there was a significant negative relationship between yolk immunoglobulins and yolk androgens, suggesting that selection has co-adjusted their deposition. Furthermore, an experimental manipulation of ectoparasite load affected patterns of covariance among egg components. Yolk immunoglobulins are known to play an important role in nestling immune defence shortly after hatching, whereas yolk androgens, although having growth-enhancing effects under many environmental conditions, can be immunosuppressive. We therefore speculate that variation in the risk of parasitism may play an important role in shaping optimal egg composition and may lead to the observed pattern of yolk immunoglobulin and yolk androgen deposition across clutches. More generally, our case study exemplifies how multivariate mixed-model methodology presents a flexible tool to not only quantify, but also test patterns of (co)variation across different organisational levels and environments, allowing for powerful hypothesis testing in ecophysiology.  2013 Springer-Verlag Berlin Heidelberg."
"X.ISI.000353351000001","The nature of nurture in a wild mammal's fitness","McFarlane, S. Eryn and Gorrell, Jamieson C. and Coltman, David W. and Humphries, Murray M. and Boutin, Stan and McAdam, Andrew G.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","282","1806",NA,2015,"ROYAL SOC","10.1098/rspb.2014.2422","Genetic variation in fitness is required for the adaptive evolution of any trait but natural selection is thought to erode genetic variance in fitness. This paradox has motivated the search for mechanisms that might maintain a population's adaptive potential. Mothers make many contributions to the attributes of their developing offspring and these maternal effects can influence responses to natural selection if maternal effects are themselves heritable. Maternal genetic effects (MGEs) on fitness might, therefore, represent an underappreciated source of adaptive potential in wild populations. Here we used two decades of data from a pedigreed wild population of North American red squirrels to show that MGEs on offspring fitness increased the population's evolvability by over two orders of magnitude relative to expectations from direct genetic effects alone. MGEs are predicted to maintain more variation than direct genetic effects in the face of selection, but we also found evidence of maternal effect trade-offs. Mothers that raised high-fitness offspring in one environment raised low-fitness offspring in another environment. Such a fitness trade-off is expected to maintain maternal genetic variation in fitness, which provided additional capacity for adaptive evolution beyond that provided by direct genetic effects on fitness."
"Laland200751","The niche construction perspective : Implications for evolution and human behaviour","Laland, K.N. and Kendal, J.R. and Brown, G.R.","Journal of Evolutionary Psychology","17892082","5","1","51-66",2007,"","10.1556/JEP.2007.1003","The vibrancy of the field of evolution and human behaviour belies the fact that the majority of social scientists are deeply unhappy with evolutionary accounts of human behaviour. In part, this reflects a problem within evolutionary biology: neo-Darwinism fails to recognize a fundamental cause of evolutionary change, niche construction, by which organisms modify environmental states, and consequently selection pressures, thereby acting as co-directors of their own, and other species, evolution. Social scientists are rarely content to describe human behaviour as fully determined by naturally-selected genes, and view humans as active, constructive agents rather than passive recipients of selection. To be aligned with this viewpoint, evolutionary biology must explicitly recognize the changes that humans bring about in their world to be drivers of evolutionary events. Learning and culture have played important evolutionary roles, by shaping the pattern and strength of selection acting on our ancestors. The incorporation of niche construction as both a cause and a product of evolution enhances the explanatory power of evolutionary theory and provides what ultimately will prove to be a more satisfactory evolutionary framework for understanding human behaviour. Here we spell out some of the important implications of the niche-construction perspective for the field of evolution and human behaviour.  2007 Akadmiai Kiad."
"Scott.Phillips20141231","The niche construction perspective: A critical appraisal","Scott-Phillips, T.C. and Laland, K.N. and Shuker, D.M. and Dickins, T.E. and West, S.A.","Evolution","00143820","68","5","1231-1243",2014,"","10.1111/evo.12332","Niche construction refers to the activities of organisms that bring about changes in their environments, many of which are evolutionarily and ecologically consequential. Advocates of niche construction theory (NCT) believe that standard evolutionary theory fails to recognize the full importance of niche construction, and consequently propose a novel view of evolution, in which niche construction and its legacy over time (ecological inheritance) are described as evolutionary processes, equivalent in importance to natural selection. Here, we subject NCT to critical evaluation, in the form of a collaboration between one prominent advocate of NCT, and a team of skeptics. We discuss whether niche construction is an evolutionary process, whether NCT obscures or clarifies how natural selection leads to organismal adaptation, and whether niche construction and natural selection are of equivalent explanatory importance. We also consider whether the literature that promotes NCT overstates the significance of niche construction, whether it is internally coherent, and whether it accurately portrays standard evolutionary theory. Our disagreements reflect a wider dispute within evolutionary theory over whether the neo-Darwinian synthesis is in need of reformulation, as well as different usages of some key terms (e.g., evolutionary process).  2013 The Author(s). Evolution published by Wiley Periodicals, Inc. on behalf of The Society for the Study of Evolution."
"X.ISI.000086315700034","The ongoing synthesis: A reply to Coyne, Barton, and Turelli","Goodnight, CJ and Wade, MJ","EVOLUTION","0014-3820","54","1","317-324",2000,"SOC STUDY EVOLUTION","10.1111/j.0014-3820.2000.tb00034.x",NA
"Nonacs2011271","The past, present and future of reproductive skew theory and experiments","Nonacs, P. and Hager, R.","Biological Reviews","14647931","86","2","271-298",2011,"","10.1111/j.1469-185X.2010.00144.x","A major evolutionary question is how reproductive sharing arises in cooperatively breeding species despite the inherent reproductive conflicts in social groups. Reproductive skew theory offers one potential solution: each group member gains or is allotted inclusive fitness equal to or exceeding their expectation from reproducing on their own. Unfortunately, a multitude of skew models with conflicting predictions has led to confusion in both testing and evaluating skew theory. The confusion arises partly because one set of models (the 'transactional' type) answer the ultimate evolutionary question of what ranges of reproductive skew can yield fitness-enhancing solutions for all group members. The second set of models ('compromise') give an evolutionarily proximate, game-theoretic evolutionarily stable state (ESS) solution that determines reproductive shares based on relative competitive abilities. However, several predictions arising from compromise models require a linear payoff to increased competition and do not hold with non-linear payoffs. Given that for most species it may be very difficult or impossible to determine the true relationship between effort devoted to competition and reproductive share gained, compromise models are much less predictive than previously appreciated. Almost all skew models make one quantitative prediction (e.g. realized skew must fall within ranges predicted by transactional models), and two qualitative predictions (e.g. variation in relatedness or competitive ability across groups affects skew). A thorough review of the data finds that these three predictions are relatively rarely supported. As a general rule, therefore, the evolution of cooperative breeding appears not to be dependent on the ability of group members to monitor relatedness or competitive ability in order to adjust their behaviour dynamically to gain reproductive share. Although reproductive skew theory fails to predict within-group dynamics consistently, it does better at predicting quantitative differences in skew across populations or species. This suggests that kin selection can play a significant role in the evolution of sociality. To advance our understanding of reproductive skew will require focusing on a broader array of factors, such as the frequency of mistaken identity, delayed fitness payoffs, and selection pressures arising from across-group competition. We furthermore suggest a novel approach to investigate the sharing of reproduction that focuses on the underlying genetics of skew. A quantitative genetics approach allows the partitioning of variance in reproductive share itself or that of traits closely associated with skew into genetic and non-genetic sources. Thus, we can determine the heritability of reproductive share and infer whether it actually is the focus of natural selection. We view the 'animal model' as the most promising empirical method where the genetics of reproductive share can be directly analyzed in wild populations. In the quest to assess whether skew theory can provide a framework for understanding the evolution of sociality, quantitative genetics will be a central tool in future research.  2010 The Authors. Biological Reviews  2010 Cambridge Philosophical Society."
"Rubin2016551","The phenotypic gambit: selective pressures and ESS methodology in evolutionary game theory","Rubin, H.","Biology and Philosophy","01693867","31","4","551-569",2016,"","10.1007/s10539-016-9524-4","The phenotypic gambit, the assumption that we can ignore genetics and look at the fitness of phenotypes to determine the expected evolutionary dynamics of a population, is often used in evolutionary game theory. However, as this paper will show, an overlooked genotype to phenotype map can qualitatively affect evolution in ways the phenotypic approach cannot predict or explain. This gives us reason to believe that, even in the long-term, correspondences between phenotypic predictions and dynamical outcomes are not robust for all plausible assumptions regarding the underlying genetics of traits. This paper shows important ways in which the phenotypic gambit can fail and how to proceed with evolutionary game theoretic modeling when it does.  2016, Springer Science+Business Media Dordrecht."
"Trumbo2019203","The physiology of insect families: A door to the study of social evolution","Trumbo, S.T.","Advances in Insect Physiology","00652806","56",NA,"203-250",2019,"","10.1016/bs.aiip.2019.02.002","Many current issues in evolutionary biology focus on social behaviour. These include the re-purposing of neuroendocrine systems and cell signalling during the asocial to social transition, the behavioural and evolutionary dynamics of interacting genomes, the resolution of intralocus conflict, nongenetic inheritance and buffering of environmental stress. Representative examples of parent and offspring physiology are discussed, with emphasis on social interaction. This proximate background is used to address current controversies in the study of social evolution. This review will suggest how insect families, which range from simple to highly eusocial, are amenable subjects for combining behavioural, physiological and molecular study to advance our understanding of the evolutionary process.  2019 Elsevier Ltd"
"Rodenburg2013361","The prevention and control of feather pecking in laying hens: Identifying the underlying principles","Rodenburg, T.B. and Van Krimpen, M.M. and De Jong, I.C. and De Haas, E.N. and Kops, M.S. and Riedstra, B.J. and Nordquist, R.E. and Wagenaar, J.P. and Bestman, M. and Nicol, C.J.","World's Poultry Science Journal","00439339","69","2","361-374",2013,"","10.1017/S0043933913000354","Feather pecking (FP) in laying hens remains an important economic and welfare issue. This paper reviews the literature on causes of FP in laying hens. With the ban on conventional cages in the EU from 2012 and the expected future ban on beak trimming in many European countries, addressing this welfare issue has become more pressing than ever. The aim of this review paper is to provide a detailed overview of underlying principles of FP. FP is affected by many different factors and any approach to prevent or reduce FP in commercial flocks should acknowledge that fact and use a multifactorial approach to address this issue. Two forms of FP can be distinguished: gentle FP and severe FP. Severe FP causes the most welfare issues in commercial flocks. Severe FP is clearly related to feeding and foraging behaviour and its development seems to be enhanced in conditions where birds have difficulty in coping with environmental stressors. Stimulating feeding and foraging behaviour by providing high-fibre diets and suitable litter from an early age onwards, and controlling fear and stress levels through genetic selection, reducing maternal stress and improving the stockmanship skills of the farmer, together offer the best prospect for preventing or controlling FP.  World's Poultry Science Association 2013."
"Ellen2014","The prospects of selection for social genetic effects to improve welfare and productivity in livestock","Ellen, E.D. and Bas Rodenburg, T. and Albers, G.A.A. and Elizabeth Bolhuis, J. and Camerlink, I. and Duijvesteijn, N. and Knol, E.F. and Muir, W.M. and Peeters, K. and Reimert, I. and Sell-Kubiak, E. and van Arendonk, J.A.M. and Visscher, J. and Bijma, P.","Frontiers in Genetics","16648021","5","NOV",NA,2014,"","10.3389/fgene.2014.00377","Social interactions between individuals living in a group can have both positive and negative effects on welfare, productivity, and health of these individuals. Negative effects of social interactions in livestock are easier to observe than positive effects. For example, laying hens may develop feather pecking, which can cause mortality due to cannibalism, and pigs may develop tail biting or excessive aggression. Several studies have shown that social interactions affect the genetic variation in a trait. Genetic improvement of socially-affected traits, however, has proven to be difficult until relatively recently. The use of classical selection methods, like individual selection, may result in selection responses opposite to expected, because these methods neglect the effect of an individual on its group mates (social genetic effects). It has become clear that improvement of socially-affected traits requires selection methods that take into account not only the direct effect of an individual on its own phenotype but also the social genetic effects, also known as indirect genetic effects, of an individual on the phenotypes of its group mates. Here, we review the theoretical and empirical work on social genetic effects, with a focus on livestock. First, we present the theory of social genetic effects. Subsequently, we evaluate the evidence for social genetic effects in livestock and other species, by reviewing estimates of genetic parameters for direct and social genetic effects. Then we describe the results of different selection experiments. Finally, we discuss issues concerning the implementation of social genetic effects in livestock breeding programs. This review demonstrates that selection for socially-affected traits, using methods that target both the direct and social genetic effects, is a promising, but sometimes difficult to use in practice, tool to simultaneously improve production and welfare in livestock.  2014 Ellen, Rodenburg, Albers, Bolhuis, Camerlink, Duijvesteijn, Knol, Muir, Peeters, Reimert, Sell-Kubiak, van Arendonk, Visscher and Bijma."
"Snook20101926","The quantitative genetics and coevolution of male and female reproductive traits","Snook, R.R. and Bacigalupe, L.D. and Moore, A.J.","Evolution","00143820","64","7","1926-1934",2010,"","10.1111/j.1558-5646.2010.00958.x","Studies of experimental sexual selection have tested the effect of variation in the intensity of sexual selection on male investment in reproduction, particularly sperm. However, in several species, including Drosophila pseudoobscura, no sperm response to experimental evolution has occurred. Here, we take a quantitative genetics approach to examine whether genetic constraints explain the limited evolutionary response. We quantified direct and indirect genetic variation, and genetic correlations within and between the sexes, in experimental populations of D. pseudoobscura. We found that sperm number may be limited by low heritability and evolvability whereas sperm quality (length) has moderate VA and CVA but does not evolve. Likewise, the female reproductive tract, suggested to drive the evolution of sperm, did not respond to experimental sexual selection even though there was sufficient genetic variation. The lack of genetic correlations between the sexes supports the opportunity for sexual conflict over investment in sperm by males and their storage by females. Our results suggest no absolute constraint arising from a lack of direct or indirect genetic variation or patterns of genetic covariation. These patterns show why responses to experimental evolution are hard to predict, and why research on genetic variation underlying interacting reproductive traits is needed.  2010 The Author(s). Journal compilation.  2010 The Society for the Study of Evolution."
"Bijma201461","The quantitative genetics of indirect genetic effects: A selective review of modelling issues","Bijma, P.","Heredity","0018067X","112","1","61-69",2014,"","10.1038/hdy.2013.15","Indirect genetic effects (IGE) occur when the genotype of an individual affects the phenotypic trait value of another conspecific individual. IGEs can have profound effects on both the magnitude and the direction of response to selection. Models of inheritance and response to selection in traits subject to IGEs have been developed within two frameworks; a trait-based framework in which IGEs are specified as a direct consequence of individual trait values, and a variance-component framework in which phenotypic variance is decomposed into a direct and an indirect additive genetic component. This work is a selective review of the quantitative genetics of traits affected by IGEs, with a focus on modelling, estimation and interpretation issues. It includes a discussion on variance-component vs trait-based models of IGEs, a review of issues related to the estimation of IGEs from field data, including the estimation of the interaction coefficient  (psi), and a discussion on the relevance of IGEs for response to selection in cases where the strength of interaction varies among pairs of individuals. An investigation of the trait-based model shows that the interaction coefficient  may deviate considerably from the corresponding regression coefficient when feedback occurs. The increasing research effort devoted to IGEs suggests that they are a widespread phenomenon, probably particularly in natural populations and plants. Further work in this field should considerably broaden our understanding of the quantitative genetics of inheritance and response to selection in relation to the social organisation of populations.  2014 Macmillan Publishers Limited All rights reserved."
"Bleakley201029","The quantitative genetics of social behaviour","Bleakley, B.H. and Wolf, J.B. and Moore, A.J.","Social Behaviour: Genes, Ecology and Evolution",NA,NA,NA,"29-54",2010,"","10.1017/CBO9780511781360.005","Overview How and when social behaviour evolves has long been a focus of study within evolutionary biology, yielding the entire subfield of sociobiology and behavioural ecology. Although social behaviours may be explored in the same way as any other type of phenotype, the genetics underlying social behaviours differ from traits that do not vary depending on the social environment in which they are expressed. Social behaviour is best described as an interacting phenotype: a phenotype that depends at least in part on interactions with social partners for its expression. Models of indirect genetic effects provide a quantitative genetic framework for understanding the sources of variation underlying interacting phenotypes. They also suggest a genetic mechanism for inheriting traits that are expressed among rather than within individual animals, and identify selection arising from the interactions (termed social selection). This chapter will first introduce the concepts of interacting phenotypes, indirect genetic effects, and social selection. We build a quantitative genetic model for interacting phenotypes and discuss how the evolution of such traits differs from non-interacting traits. We then explore the parameters of the model in more depth. We subsequently summarise existing empirical studies of indirect genetic effects, discuss the implications for the evolution of behavioural traits through social selection, and discuss transitions between quantitative genetic and molecular genetic approaches to studying behavioural evolution. Finally, we highlight potential future avenues of research.  Cambridge University Press 2010."
"X.ISI.000220194200019","The quantitative genetics of sustained energy budget in a wild mouse","Bacigalupe, LD and Nespolo, RF and Bustamante, DM and Bozinovic, F","EVOLUTION","0014-3820","58","2","421-429",2004,"WILEY","10.1111/j.0014-3820.2004.tb01657.x","We explored how morphological and physiological traits associated with energy expenditure over long periods of cold exposure would be integrated in a potential response to natural selection in a wild mammal, Phyllotis darwini. In particular, we studied sustained energy expenditure (SusMR), the rate of expenditure fueled by concurrent energy intake, basal metabolic rate (BMR), and sustained metabolic scope (SusMS = SusMR/BMR), a measure of the reserve for sustained work. We included the masses of different central processing organs as an underlying factor that could have a mechanistic link with whole animal traits. Only the liver had heritability statistically different from zero (0.73). Physiological and morphological traits had high levels of specific environmental variance (average 70\%) and postnatal common environmental variance (average 30\%) which could explain the low heritabilities estimates. Our results, (1) are in accordance with previous studies in mammals that report low heritabilities for metabolic traits (SusMR, BMR, SusMS), (2) but not completely with previous ones that report high heritabilities for morphological traits (masses of central organs), and (3) provide important evidence of the relevance of postnatal common environmental variance to sustained energy expenditure."
"DeHaas2012433","The relation between fearfulness in young and stress-response in adult laying hens, on individual and group level","De Haas, E.N. and Kops, M.S. and Bolhuis, J.E. and Groothuis, T.G.G. and Ellen, E.D. and Rodenburg, T.B.","Physiology and Behavior","00319384","107","3","433-439",2012,"","10.1016/j.physbeh.2012.08.002","Fearfulness of an individual can affect its sensitivity to stress,while at the same time the social situation inwhich an animal lives can affect its fear level. It is however unknown what the long-term effects of high fearfulness on sensitivity to stress are, on individual or group level in laying hens. We hypothesize that increased fearfulness at a young age results in increased sensitivity to stress at an adult age, and that this relation can differ between groups, due to differences in group composition. Therefore, we studied the relation between fearfulness in an Open Field (OF) test at six weeks of age and plasma-corticosterone (CORT) levels after a 5-minManual Restraint test (MR) at 33 weeks of age, and assessed behavior in the home pen.We used birds from a lowmortality line, selected for four generations on low mortality due to feather pecking and cannibalism and a control line (n=153 in total, eight pens/line). These lines are known to differ in fearfulness and stress physiology. Chicks from the low mortality line were more active in the OF compared to chicks from the control line. Chicks that showed a fearful response (no walking, no vocalizing) in the OF test had higher CORT at 33 weeks of age than chicks that walked and/or vocalized in the OF test and had higher activity in the home pen as adults. On group level, a passive response in the OF was related to high CORT levels afterMR. Presence of at least one fearful bird in a group led to higher CORT in the other groupmates compared to birds fromgroups with no fearful birds present. Birds from groups inwhichmore than 50% of birds had severe comb lesions had higher CORT levels compared to birds from groups with less than 50% of birds affected. High fearfulness of laying hen chicks can on individual level have a long-termeffect on stress sensitivity. The presence of fearful birds in a group as well as signs of social instability in a group, indicated by comb lesions, can affect sensitivity to stress of birds from the same group. The mechanism by which this occurs can lie in social transmission of (fear related) behavior, but this suggestion needs further investigation.  2012 Elsevier Inc."
"Garca.Gonzlez2008","The relative nature of fertilization success: Implications for the study of post-copulatory sexual selection","Garca-Gonzlez, F.","BMC Evolutionary Biology","14712148","8","1",NA,2008,"","10.1186/1471-2148-8-140","Background. The determination of genetic variation in sperm competitive ability is fundamental to distinguish between post-copulatory sexual selection models based on good-genes vs compatible genes. The sexy-sperm and the good-sperm hypotheses for the evolution of polyandry require additive (intrinsic) effects of genes influencing sperm competitiveness, whereas the genetic incompatibility hypothesis invokes non-additive genetic effects. A male's sperm competitive ability is typically estimated from his fertilization success, a measure that is dependent on the ability of rival sperm competitors to fertilize the ova. It is well known that fertilization success may be conditional to genotypic interactions among males as well as between males and females. However, the consequences of effects arising from the random sampling of sperm competitors upon the estimation of genetic variance in sperm competitiveness have been overlooked. Here I perform simulations of mating trials performed in the context of sibling analysis to investigate whether the ability to detect additive genetic variance underlying the sperm competitiveness phenotype is hindered by the relative nature of fertilization success measurements. Results. Fertilization success values render biased sperm competitive ability values. Furthermore, asymmetries among males in the errors committed when estimating sperm competitive abilities are likely to exist as long as males exhibit variation in sperm competitiveness. Critically, random effects arising from the relative nature of fertilization success lead to an underestimation of underlying additive genetic variance in sperm competitive ability. Conclusion. The results show that, regardless of the existence of genotypic interactions affecting the output of sperm competition, fertilization success is not a perfect predictor of sperm competitive ability because of the stochasticity of the background used to obtain fertilization success measures. Random effects need to be considered in the debate over the maintenance of genetic variation in sperm competitiveness, and when testing good-genes and compatible-genes processes as explanations of polyandrous behaviour using repeatability/heritability data in sperm competitive ability. These findings support the notion that the genetic incompatibility hypothesis needs to be treated as an alternative hypothesis, rather than a null hypothesis, in studies that fail to detect intrinsic sire effects on the sperm competitiveness phenotype.  2008 Garca-Gonzlez; licensee BioMed Central Ltd."
"X.ISI.000274952800010","The role of adaptive trans-generational plasticity in biological invasions of plants","Dyer, Andrew R. and Brown, Cynthia S. and Espeland, Erin K. and McKay, John K. and Meimberg, Harald and Rice, Kevin J.","EVOLUTIONARY APPLICATIONS","1752-4571","3","2","179-192",2010,"WILEY-BLACKWELL","10.1111/j.1752-4571.2010.00118.x","High-impact biological invasions often involve establishment and spread in disturbed, high-resource patches followed by establishment and spread in biotically or abiotically stressful areas. Evolutionary change may be required for the second phase of invasion (establishment and spread in stressful areas) to occur. When species have low genetic diversity and short selection history, within-generation phenotypic plasticity is often cited as the mechanism through which spread across multiple habitat types can occur. We show that trans-generational plasticity (TGP) can result in pre-adapted progeny that exhibit traits associated with increased fitness both in high-resource patches and in stressful conditions. In the invasive sedge, Cyperus esculentus, maternal plants growing in nutrient-poor patches can place disproportional number of propagules into nutrient-rich patches. Using the invasive annual grass, Aegilops triuncialis, we show that maternal response to soil conditions can confer greater stress tolerance in seedlings in the form of greater photosynthetic efficiency. We also show TGP for a phenological shift in a low resource environment that results in greater stress tolerance in progeny. These lines of evidence suggest that the maternal environment can have profound effects on offspring success and that TGP may play a significant role in some plant invasions."
